date;Respiration;GSR;Temperature;CFM
03/03/2014 16:15:45.308;-18,67;-39,114;22,923;84
03/03/2014 16:15:45.339;-18,67;-39,114;22,923;84
03/03/2014 16:15:45.371;-18,67;-39,114;22,923;84
03/03/2014 16:15:45.402;-18,67;-39,114;22,923;84
03/03/2014 16:15:45.433;-18,67;-39,114;22,923;84
03/03/2014 16:15:45.464;-18,67;-39,114;22,923;84
03/03/2014 16:15:45.496;-18,67;-39,127;22,923;84
03/03/2014 16:15:45.527;-18,67;-39,127;22,923;84
03/03/2014 16:15:45.558;-18,67;-39,127;22,911;85
03/03/2014 16:15:45.589;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.621;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.652;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.683;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.714;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.746;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.777;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.808;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.839;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.871;-18,67;-39,127;22,923;85
03/03/2014 16:15:45.902;-18,67;-39,127;22,911;85
03/03/2014 16:15:45.933;-18,67;-39,139;22,923;85
03/03/2014 16:15:45.964;-18,67;-39,139;22,923;85
03/03/2014 16:15:45.996;-18,67;-39,139;22,923;85
03/03/2014 16:15:46.027;-18,67;-39,139;22,923;85
03/03/2014 16:15:46.058;-18,67;-39,139;22,923;85
03/03/2014 16:15:46.089;-18,67;-39,139;22,911;85
03/03/2014 16:15:46.121;-18,67;-39,139;22,911;85
03/03/2014 16:15:46.152;-18,67;-39,139;22,911;85
03/03/2014 16:15:46.183;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.214;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.246;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.277;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.308;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.339;-18,67;-39,139;22,911;86
03/03/2014 16:15:46.371;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.402;-18,67;-39,139;22,911;86
03/03/2014 16:15:46.433;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.464;-18,67;-39,139;22,911;86
03/03/2014 16:15:46.496;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.527;-18,67;-39,139;22,923;86
03/03/2014 16:15:46.558;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.589;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.621;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.652;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.683;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.714;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.746;-18,67;-39,152;22,923;86
03/03/2014 16:15:46.777;-18,67;-39,152;22,923;86
