t;Respiration;GSR;Temperature;CFM
0.000;-4.193;-41.204;22.148;59.000
0.031;-3.897;-41.141;22.148;59.000
0.063;-3.569;-41.079;22.148;59.000
0.094;-3.250;-41.016;22.148;59.000
0.125;-2.961;-40.953;22.148;59.000
0.156;-2.735;-40.891;22.148;59.000
0.188;-2.509;-40.816;22.148;59.000
0.219;-2.282;-40.753;22.148;59.000
0.250;-2.103;-40.741;22.148;59.000
0.281;-1.869;-40.741;22.148;59.000
0.313;-1.752;-40.728;22.148;59.000
0.344;-1.588;-40.728;22.148;59.000
0.375;-1.339;-40.716;22.148;59.000
0.406;-1.190;-40.716;22.148;59.000
0.438;-1.073;-40.703;22.148;59.000
0.469;-0.949;-40.703;22.148;59.000
0.500;-0.988;-40.703;22.148;59.000
0.531;-1.050;-40.691;22.148;59.000
0.563;-1.112;-40.691;22.148;59.000
0.594;-1.183;-40.691;22.148;59.000
0.625;-1.300;-40.678;22.148;60.000
0.656;-1.417;-40.678;22.160;60.000
0.688;-1.588;-40.678;22.148;60.000
0.719;-1.697;-40.666;22.148;60.000
0.750;-1.775;-40.666;22.148;60.000
0.781;-1.931;-40.666;22.160;60.000
0.813;-2.033;-40.666;22.148;60.000
0.844;-2.095;-40.653;22.160;60.000
0.875;-2.220;-40.653;22.148;60.000
0.906;-2.298;-40.653;22.160;60.000
0.938;-2.392;-40.653;22.160;60.000
0.969;-2.477;-40.641;22.148;60.000
1.000;-2.524;-40.641;22.160;60.000
1.031;-2.587;-40.641;22.160;60.000
1.063;-2.571;-40.628;22.160;60.000
1.094;-2.587;-40.628;22.160;60.000
1.125;-2.571;-40.628;22.160;60.000
1.156;-2.555;-40.628;22.160;60.000
1.188;-2.524;-40.616;22.160;60.000
1.219;-2.438;-40.616;22.160;60.000
1.250;-2.314;-40.616;22.160;60.000
1.281;-2.158;-40.603;22.160;60.000
1.313;-2.002;-40.603;22.160;60.000
1.344;-1.814;-40.603;22.160;60.000
1.375;-1.588;-40.591;22.160;60.000
1.406;-1.448;-40.591;22.160;60.000
1.438;-1.245;-40.591;22.160;60.000
1.469;-1.097;-40.591;22.173;60.000
1.500;-1.019;-40.578;22.160;60.000
1.531;-0.910;-40.578;22.160;60.000
1.563;-0.691;-40.578;22.160;60.000
1.594;-0.512;-40.578;22.173;60.000
1.625;-0.309;-40.578;22.160;60.000
1.656;-0.075;-40.578;22.173;60.000
1.688;0.136;-40.578;22.173;60.000
1.719;0.377;-40.566;22.173;60.000
