t;Respiration;GSR;Temperature;CFM
4.969;-13.873;-43.081;26.677;54
5.000;-13.865;-43.081;26.677;54
5.031;-13.819;-43.081;26.677;54
5.063;-13.811;-43.081;26.677;54
5.094;-13.811;-43.081;26.677;54
5.125;-13.897;-43.081;26.677;54
5.156;-13.943;-43.081;26.677;54
5.188;-13.951;-43.081;26.677;54
5.219;-13.959;-43.081;26.677;54
5.250;-14.248;-43.081;26.69;53
5.281;-14.201;-43.081;26.677;53
5.313;-14.185;-43.081;26.69;53
5.344;-14.138;-43.081;26.69;53
5.375;-14.092;-43.081;26.69;53
5.406;-14.068;-43.081;26.69;53
5.438;-14.076;-43.081;26.69;53
5.469;-14.053;-43.081;26.69;53
5.500;-14.029;-43.081;26.69;53
5.531;-14.014;-43.081;26.69;53
5.563;-14.014;-43.081;26.702;53
5.594;-13.998;-43.081;26.702;53
5.625;-13.99;-43.081;26.702;53
5.656;-13.975;-43.081;26.702;53
5.688;-14.232;-43.081;26.752;53
5.719;-14.209;-43.081;26.702;53
5.750;-14.154;-43.081;26.702;53
5.781;-14.115;-43.081;26.702;53
5.813;-14.092;-43.081;26.702;53
5.844;-14.076;-43.081;26.702;53
5.875;-14.045;-43.081;26.702;53
5.906;-14.029;-43.081;26.702;53
5.938;-14.029;-43.081;26.702;53
5.969;-13.998;-43.081;26.702;53
6.000;-13.975;-43.081;26.702;53
6.031;-13.951;-43.081;26.702;53
6.063;-13.967;-43.081;26.702;53
6.094;-13.998;-43.081;26.702;53
6.125;-14.294;-43.081;26.702;53
6.156;-14.287;-43.081;26.702;53
6.188;-14.24;-43.081;26.702;53
6.219;-14.232;-43.081;26.702;53
6.250;-14.224;-43.081;26.702;53
6.281;-14.224;-43.081;26.702;53
6.313;-14.201;-43.081;26.702;53
6.344;-14.162;-43.081;26.702;53
6.375;-14.146;-43.093;26.702;53
6.406;-14.162;-43.093;26.702;53
6.438;-14.154;-43.093;26.702;53
6.469;-14.123;-43.093;26.702;53
6.500;-14.123;-43.093;26.702;53
6.531;-14.092;-43.093;26.702;53
6.563;-14.38;-43.081;26.727;53
6.594;-14.326;-43.081;26.715;53
6.625;-14.31;-43.081;26.715;53
6.656;-14.24;-43.081;26.715;53
6.688;-14.154;-43.081;26.715;53
6.719;-14.076;-43.081;26.715;53
6.750;-13.998;-43.081;26.715;53
6.781;-13.959;-43.081;26.715;53
6.813;-13.889;-43.093;26.715;53
6.844;-13.78;-43.093;26.727;53
6.875;-13.725;-43.093;26.715;53
6.906;-13.686;-43.093;26.715;53
6.938;-13.592;-43.093;26.727;53
6.969;-13.491;-43.093;26.727;53
7.000;-13.678;-43.081;26.765;53
7.031;-13.608;-43.081;26.727;53
7.063;-13.561;-43.081;26.727;53
7.094;-13.553;-43.081;26.727;53
7.125;-13.507;-43.081;26.727;53
7.156;-13.405;-43.081;26.727;53
7.188;-13.319;-43.081;26.74;61
7.219;-13.296;-43.081;26.74;61
7.250;-13.249;-43.093;26.727;61
7.281;-13.163;-43.093;26.74;61
7.313;-13.117;-43.093;26.74;61
7.344;-13.054;-43.093;26.74;61
7.375;-13.007;-43.093;26.74;61
7.406;-12.968;-43.093;26.74;61
7.438;-13.14;-43.081;26.752;61
7.469;-13.101;-43.081;26.74;61
7.500;-12.984;-43.081;26.74;61
7.531;-12.929;-43.081;26.74;61
7.563;-12.883;-43.081;26.74;61
7.594;-12.805;-43.081;26.74;61
7.625;-12.773;-43.081;26.74;61
